permit_id,property_name,municipal_case_id,publication_date,municipality,permit_type_num,permit_type,longitude,latitude
140524,Ormen Större 20,K870208/25,2025-11-18,Stockholm,0,Bygglov,18.062008721487864,59.31913103376116
140525,Måsholmen 15,K870211/25,2025-11-18,Stockholm,0,Bygglov,17.905312828395676,59.27450362495754
140529,Ombudsmannen 1,K870213/25,2025-11-18,Stockholm,0,Bygglov,17.879289627075195,59.3629653930664
140530,Stadshagen 1:1,K870216/25,2025-11-18,Stockholm,0,Bygglov,18.017370223999023,59.335169076919556
140531,Kolding 4,K870220/25,2025-11-18,Stockholm,0,Bygglov,17.948970703851607,59.39589545840309
140532,Rödtoppan 1,K870223/25,2025-11-18,Stockholm,1,Rivningslov,17.8517062664032,59.379416942596436
140546,Kulissen 10,K870732/25,2025-11-19,Stockholm,2,Marklov,17.895297731672013,59.33932222638811
140589,BALLONGBERGET 4,K870307/25,2025-11-19,Solna,2,Marklov,18.011105473836263,59.36834500630697
140618,SKÄLBY 3:1656,K870900/25,2025-11-19,Järfälla,0,Bygglov,17.854536480373806,59.39361996120877
140648,CAPELLA 1,K870504/25,2025-11-19,Botkyrka,0,Bygglov,17.90936675438514,59.21003767160269
140664,Kulissen 10,K870739/25,2025-11-19,Stockholm,2,Marklov,17.895297731672013,59.33932222638811
140665,MULLVADEN 1,K870754/25,2025-11-19,Lidingö,0,Bygglov,18.136146545410156,59.37458483378092
140666,FRANSTORP 5,K870757/25,2025-11-19,Sundbyberg,0,Bygglov,17.962986840142143,59.360240088568794
140668,DIKTEN 1,K870677/25,2025-11-19,Solna,0,Bygglov,17.986187775929768,59.359778881073
140671,SPRINTEN 3,K870711/25,2025-11-19,Danderyd,0,Bygglov,18.04244831630162,59.417166573660715
140674,NORDAN 24,K870705/25,2025-11-19,Solna,0,Bygglov,18.013060251871746,59.3622678120931
140680,REPLIKEN 1,K870401/25,2025-11-19,Sollentuna,0,Bygglov,17.867032114664713,59.479339090983075
140681,MIDGÅRDSORMEN 5,K870945/25,2025-11-19,Danderyd,0,Bygglov,18.082424799601238,59.39722442626953
140714,TULLINGE 16:214,K870584/25,2025-11-19,Botkyrka,0,Bygglov,17.89052745274135,59.22150148664202
140720,BJÖRKBACKEN 18,K870995/25,2025-11-19,Danderyd,0,Bygglov,18.02712849208287,59.40538024902344
140723,EKEBYHOV 1:532,K870717/25,2025-11-19,Ekerö,0,Bygglov,17.828418350219728,59.28498306274414
140752,SICKLAÖN 151:1,K870393/25,2025-11-19,Nacka,0,Bygglov,18.165815211054106,59.31018726861299
140753,TRAKTÖREN 14,K870399/25,2025-11-19,Sollentuna,0,Bygglov,17.949608666556223,59.42473275320871
140765,Kraftcentralen 2,K875623/25,2025-11-20,Stockholm,0,Bygglov,18.00058719090053,59.281861441476
140776,Orrsätra 5,K875545/25,2025-11-20,Stockholm,0,Bygglov,17.920082092285156,59.293494415283206
140781,VÅLBERGA 3:1,K875478/25,2025-11-20,Järfälla,0,Bygglov,17.871616722701432,59.39803400906649
140783,ARNINGE 4:20,K875504/25,2025-11-20,Täby,0,Bygglov,18.139349937438965,59.46792475382487
140786,ROSLAGS-NÄSBY 12:1,K875528/25,2025-11-20,Täby,0,Bygglov,18.062503178914387,59.428798039754234
140803,LÖTTINGE 9:17,K875533/25,2025-11-20,Täby,1,Rivningslov,18.099667358398438,59.47295939127604
140804,ACKORDET 1,K875567/25,2025-11-20,Solna,0,Bygglov,18.01815553144975,59.36426266756925
140821,Laken 9,K876137/25,2025-11-20,Stockholm,0,Bygglov,17.9831600189209,59.27823734283447
140822,Dorotea 16,K875798/25,2025-11-20,Stockholm,0,Bygglov,17.91056333269392,59.37102508544922
140842,Sverker 2,K875822/25,2025-11-20,Stockholm,0,Bygglov,17.91677303314209,59.37456359863281
140867,POLHEM 4:2,K876017/25,2025-11-20,Järfälla,0,Bygglov,17.837493225380225,59.44520717196994
140873,FJÖLNER 8,K875686/25,2025-11-20,Danderyd,0,Bygglov,18.050150871276855,59.413859844207764
140888,EKEN 5,K875549/25,2025-11-20,Täby,0,Bygglov,18.056251843770344,59.45471064249674
140894,LÄNNA 45:1,K875614/25,2025-11-20,Huddinge,0,Bygglov,18.135496251723346,59.21610215130974
140902,JAKOBSBERG 2:1963,K875561/25,2025-11-20,Järfälla,0,Bygglov,17.83030046735491,59.43417140415737
140907,Södermalm 2:1,K876045/25,2025-11-20,Stockholm,0,Bygglov,18.049881960349108,59.31596973964146
140912,HAGBY 8:15,K875813/25,2025-11-20,Täby,0,Bygglov,18.007143783569337,59.476687622070315
140915,Vinsta 5:1,K876106/25,2025-11-20,Stockholm,0,Bygglov,17.849962748534292,59.37450890507258
140938,Farsta 2:1,K876065/25,2025-11-20,Stockholm,0,Bygglov,18.09352403512099,59.24792049777123
140951,Spetsbergen 13,K876199/25,2025-11-20,Stockholm,0,Bygglov,18.100197110857284,59.32302474975586
140964,BALDERSHAGE 38,K875785/25,2025-11-20,Danderyd,0,Bygglov,18.08684574473988,59.39326303655451
140976,Drakenberg 16,K879857/25,2025-11-21,Stockholm,0,Bygglov,18.04039328438895,59.31573813302176
140977,NÖTEN 3,K879784/25,2025-11-21,Solna,0,Bygglov,17.97045358022054,59.35362930297852
140986,Älvsjö 1:1,K879843/25,2025-11-21,Stockholm,0,Bygglov,18.01952912547801,59.270564844112585
140990,Torgvågen 7,K880142/25,2025-11-21,Stockholm,0,Bygglov,18.061264038085938,59.33467407226563
141005,HUVUDSTA 3:1,K880201/25,2025-11-21,Solna,0,Bygglov,17.984410762786865,59.35675938924154
141017,LIDINGÖ 12:1,K880264/25,2025-11-21,Lidingö,0,Bygglov,18.19918864998614,59.36218580907705
141050,Kylrummet 2,K879891/25,2025-11-21,Stockholm,0,Bygglov,18.079547882080078,59.28950119018555
141053,Slipen 42,K879669/25,2025-11-21,Stockholm,0,Bygglov,18.02712849208287,59.317705971854075
141056,AGA 2,K880005/25,2025-11-21,Lidingö,0,Bygglov,18.15612251527848,59.3454895634805
141057,HUVUDSTA 3:1,K880007/25,2025-11-21,Solna,0,Bygglov,17.984410762786865,59.35675938924154
141070,Pumpstocken 10,K879823/25,2025-11-21,Stockholm,0,Bygglov,18.073316192626955,59.33463134765625
141075,Geten 29,K879898/25,2025-11-21,Stockholm,0,Bygglov,18.057008743286133,59.34686517715454
141076,TÖRNSKOGEN 4:50,K879870/25,2025-11-21,Sollentuna,1,Rivningslov,17.963055243858925,59.45641561654898
141078,Lilla Katrineberg 3,K879865/25,2025-11-21,Stockholm,0,Bygglov,18.026560034070695,59.311675207955496
141081,CIRKUSPLATSEN 3,K879869/25,2025-11-21,Sollentuna,0,Bygglov,17.953433643687855,59.42646026611328
141082,Understolen 10,K879887/25,2025-11-21,Stockholm,0,Bygglov,17.954754723442925,59.32474009195963
141103,SKEPPET 8,K879861/25,2025-11-21,Sollentuna,0,Bygglov,17.944413503011067,59.442647298177086
141109,Härden 14,K879930/25,2025-11-21,Stockholm,0,Bygglov,18.03948429652623,59.34630584716797
141125,Bysätra 1,K879814/25,2025-11-21,Stockholm,0,Bygglov,17.920431243048775,59.286763509114586
141143,Rosteriet 7,K879921/25,2025-11-21,Stockholm,0,Bygglov,18.023510660443986,59.311825616019114
141151,Murmästare-ämbetet 1,K880021/25,2025-11-21,Stockholm,0,Bygglov,17.9443846482497,59.287719139686
141153,PLANEN 3,K880234/25,2025-11-21,Solna,0,Bygglov,17.997898541964016,59.36388455904447
141166,Godsfinkan 1,K880466/25,2025-11-21,Stockholm,0,Bygglov,18.0952791595459,59.30324096679688
141168,Rosenbrödet 2,K880026/25,2025-11-21,Stockholm,0,Bygglov,18.115254720052082,59.258086903889975
141183,Vale 24,K879999/25,2025-11-21,Stockholm,0,Bygglov,18.051575183868408,59.346890926361084
141190,Karet 1,K879875/25,2025-11-21,Stockholm,0,Bygglov,18.023670196533203,59.310098012288414
141195,VIKSJÖ 2:177,K880379/25,2025-11-21,Järfälla,0,Bygglov,17.806022916521346,59.412998744419646
141198,Plymen 3,K880060/25,2025-11-21,Stockholm,0,Bygglov,17.965457113165606,59.28418049059416
141217,Lidingö 9:159,K884433/25,2025-11-24,Lidingö,0,Bygglov,18.153076050129343,59.35083537000291
141266,PYRUS 6,K884014/25,2025-11-24,Lidingö,0,Bygglov,18.12388580723813,59.367224843878496
141286,BJÖRKEBY 1:206,K883805/25,2025-11-24,Järfälla,0,Bygglov,17.8596989767892,59.39652524675642
141287,BJÖRKEBY 4:20,K883805/25,2025-11-24,Järfälla,0,Bygglov,17.85987445286342,59.396588461739675
141305,VEDDESTA 2:53,K884383/25,2025-11-24,Järfälla,0,Bygglov,17.822323753720237,59.40681639171782
141342,TUMSTOCKEN 9,K883917/25,2025-11-24,Täby,0,Bygglov,18.130692054485454,59.46238011327283
141354,NYBODA 9,K884246/25,2025-11-24,Solna,0,Bygglov,17.993856975010463,59.355852944510325
141359,SKYTTEHOLM 2:4,K884230/25,2025-11-24,Solna,0,Bygglov,17.992393956865584,59.3570652280535
141373,BÄCKGÅRDEN 9,K883888/25,2025-11-24,Huddinge,0,Bygglov,17.88233132795854,59.268416838212445
141428,NATIONALARENAN 4,K884312/25,2025-11-24,Solna,0,Bygglov,17.99900016784668,59.37121429443359
141461,FLUNDRAN 2,K887805/25,2025-11-25,Huddinge,0,Bygglov,17.984838485717773,59.23724555969238
141482,SICKLAÖN 13:140,K888082/25,2025-11-25,Nacka,0,Bygglov,18.164531435285294,59.31790433611189
141487,SICKLAÖN 83:57,K888112/25,2025-11-25,Nacka,0,Bygglov,18.126878160418887,59.30600981278853
141501,SICKLAÖN 40:11,K887620/25,2025-11-25,Nacka,0,Bygglov,18.134406676659218,59.31093890850361
141502,SICKLAÖN 348:1,K887620/25,2025-11-25,Nacka,0,Bygglov,18.15501935141427,59.308160236903596
141503,SICKLAÖN 146:4,K887620/25,2025-11-25,Nacka,0,Bygglov,18.15498447418213,59.30769944190979
141504,SICKLAÖN 104:2,K887628/25,2025-11-25,Nacka,0,Bygglov,18.135782368977864,59.30843794080946
141507,RODRET 14,K887714/25,2025-11-25,Botkyrka,0,Bygglov,17.906213336520725,59.20004569159614
141548,HANVIKEN 1:1,K887984/25,2025-11-25,Tyresö,0,Bygglov,18.197625160217285,59.234418869018555
141551,SJÖSKUMSPIPAN 12,K887852/25,2025-11-25,Sollentuna,0,Bygglov,18.00222225189209,59.4292667388916
141602,SKRUVEN 1,K888214/25,2025-11-25,Danderyd,0,Bygglov,18.039570172627766,59.415804386138916
141619,BALDERSHAGE 38,K888216/25,2025-11-25,Danderyd,0,Bygglov,18.08684574473988,59.39326303655451
141621,SKYTTEHOLM 2:2,K887648/25,2025-11-25,Solna,0,Bygglov,18.00480315629826,59.35724932648415
141624,VÅRDKASEN 1:49,K887674/25,2025-11-25,Huddinge,0,Bygglov,17.956008593241375,59.228668212890625
141629,SICKLAÖN 41:7,K887640/25,2025-11-25,Nacka,0,Bygglov,18.18076355333273,59.313833446171934
141630,SICKLAÖN 40:14,K887640/25,2025-11-25,Nacka,0,Bygglov,18.167221112932477,59.304355076381135
141650,SJÖHJÄLTEN 2,K888015/25,2025-11-25,Sollentuna,0,Bygglov,17.99923185868697,59.4261027249423
141722,Stureby 2:2,K891191/25,2025-11-26,Stockholm,0,Bygglov,18.06113166809082,59.2680419921875
141724,PLOGEN 3,K891685/25,2025-11-26,Danderyd,0,Bygglov,18.034698804219563,59.43388811747233
141744,DJURSHOLM 2:438,K891212/25,2025-11-26,Danderyd,0,Bygglov,18.04848976135254,59.42268295288086
141756,Sejlaren 7,K891293/25,2025-11-26,Stockholm,0,Bygglov,18.062381744384766,59.33606392996652
141757,Skären 3,K891308/25,2025-11-26,Stockholm,0,Bygglov,18.071693897247314,59.33414888381958
141760,Stureby 2:2,K891162/25,2025-11-26,Stockholm,0,Bygglov,18.06113166809082,59.2680419921875
141763,Kallsjön 1,K891204/25,2025-11-26,Stockholm,0,Bygglov,18.035752868652345,59.29757410685222
141768,SICKLAÖN 78:1,K891250/25,2025-11-26,Nacka,0,Bygglov,18.111931446620396,59.310386875697546
141775,LAGGEN 6,K891051/25,2025-11-26,Sollentuna,0,Bygglov,17.96934023770419,59.43783881447532
141776,GRIMSTA 5:557,K891121/25,2025-11-26,Upplands väsby,0,Bygglov,17.932002460255344,59.49680193732767
141787,BANKEN 9,K890955/25,2025-11-26,Solna,0,Bygglov,17.99925888909234,59.36058002048068
141788,ELDAREN 4,K891551/25,2025-11-26,Huddinge,0,Bygglov,17.982020060221355,59.25872294108073
141827,Nattugglan 15,K891624/25,2025-11-26,Stockholm,0,Bygglov,18.07287661234538,59.31367270151774
141840,GRIMSTA 5:76,K891127/25,2025-11-26,Upplands väsby,0,Bygglov,17.94117037455241,59.49211968315972
141856,SICKLAÖN 307:16,K891429/25,2025-11-26,Nacka,0,Bygglov,18.176071166992188,59.30340739658901
141872,ENBUSKEN 1,K891229/25,2025-11-26,Sollentuna,0,Bygglov,17.97455459833145,59.445542335510254
141905,Knoppen 23,K891774/25,2025-11-26,Stockholm,0,Bygglov,18.028653621673584,59.334242820739746
141907,Fatburen 1,K891689/25,2025-11-26,Stockholm,0,Bygglov,18.070910029941135,59.31437683105469
141916,Tranbodarne 11,K891141/25,2025-11-26,Stockholm,0,Bygglov,18.07326386191628,59.319415005770594
141954,Rotundan 1,K891720/25,2025-11-26,Stockholm,0,Bygglov,18.07600498199463,59.33834584554037
141955,Knäskålen 10,K891762/25,2025-11-26,Stockholm,0,Bygglov,17.908915758132935,59.35877084732056
141956,DJURSHOLM 2:444,K891787/25,2025-11-26,Danderyd,0,Bygglov,18.0453519821167,59.419456005096436
141979,Lidingö 4:219,K896531/25,2025-11-27,Lidingö,0,Bygglov,18.125356435775757,59.37413167953491
141983,SICKLAÖN 151:1,K896411/25,2025-11-27,Nacka,0,Bygglov,18.165815211054106,59.31018726861299
141984,VIKBY 11,K896455/25,2025-11-27,Lidingö,0,Bygglov,18.15432276044573,59.374251229422434
141985,VIKBY 10,K896455/25,2025-11-27,Lidingö,0,Bygglov,18.154291915893555,59.374333190917966
141988,Röda Rosen 5,K896324/25,2025-11-27,Stockholm,0,Bygglov,18.096497126988,59.34174510410854
142016,Takbjälken 1,K896711/25,2025-11-27,Stockholm,0,Bygglov,18.03407723563058,59.283025469098774
142017,Blästern 11,K896183/25,2025-11-27,Stockholm,0,Bygglov,18.03742000034877,59.34661946977888
142021,Adlern Mindre 36,K896758/25,2025-11-27,Stockholm,0,Bygglov,18.05080223083496,59.342344495985245
142023,Dalen 14,K896466/25,2025-11-27,Stockholm,0,Bygglov,18.09660186767578,59.287671915690105
142024,CONSTANTIA 7,K896470/25,2025-11-27,Lidingö,0,Bygglov,18.115278053283692,59.37042922973633
142025,DIAGONALEN 1,K896473/25,2025-11-27,Huddinge,0,Bygglov,17.92439319776452,59.267926257589586
142043,Bättringen 2,K896210/25,2025-11-27,Stockholm,0,Bygglov,17.89135079156785,59.363384973435174
142046,SVÄRDFISKEN 11,K896546/25,2025-11-27,Lidingö,0,Bygglov,18.104386647542317,59.38186391194662
142048,Domnarvet 4,K896554/25,2025-11-27,Stockholm,0,Bygglov,17.87614688873291,59.394416427612306
142053,Fålen 4,K896582/25,2025-11-27,Stockholm,0,Bygglov,17.949471473693848,59.36119222640991
142054,LAGERHÄGGEN 15,K896587/25,2025-11-27,Huddinge,0,Bygglov,17.956620352608816,59.2386725289481
142055,Elektra 23,K896591/25,2025-11-27,Stockholm,0,Bygglov,18.0119571685791,59.29512078421457
142056,Arholma 3,K896285/25,2025-11-27,Stockholm,0,Bygglov,18.092793296365176,59.29026570039637
142057,Kvarnvalsen 1,K896300/25,2025-11-27,Stockholm,0,Bygglov,17.934571838378908,59.38693389892578
142058,HÖGMORA 4:19,K896597/25,2025-11-27,Huddinge,0,Bygglov,18.037526057316708,59.23853037907527
142061,CONSTANTIA 4,K896613/25,2025-11-27,Lidingö,1,Rivningslov,18.114578808055203,59.3710506663603
142069,Norra Djurgården 1:1,K896673/25,2025-11-27,Stockholm,1,Rivningslov,18.1173671219084,59.33360709084405
142072,VINKELN 1,K896224/25,2025-11-27,Huddinge,0,Bygglov,17.92274398803711,59.2676944732666
142076,FREDEN STÖRRE 20,K896319/25,2025-11-27,Sundbyberg,0,Bygglov,17.967923745876405,59.377596599299736
142079,Ulvsunda 1:1,K896774/25,2025-11-27,Stockholm,0,Bygglov,17.941941833496095,59.33416061401367
142096,SÖDERMANLAND 38,K896639/25,2025-11-27,Lidingö,0,Bygglov,18.119912492468004,59.359724815855635
142097,Kyrktornet 5,K896657/25,2025-11-27,Stockholm,1,Rivningslov,17.912089920043947,59.35636215209961
142105,KANTARELLEN 4,K896881/25,2025-11-27,Lidingö,0,Bygglov,18.15179780813364,59.34990486731896
142126,Släggan 14,K896349/25,2025-11-27,Stockholm,0,Bygglov,18.03509407043457,59.315774536132814
142128,Årgången 1,K896358/25,2025-11-27,Stockholm,0,Bygglov,18.03329190340909,59.30639093572443
142129,SICKLAÖN 134:1,K896361/25,2025-11-27,Nacka,0,Bygglov,18.144502346332256,59.310486133282
142130,SICKLAÖN 41:7,K896361/25,2025-11-27,Nacka,0,Bygglov,18.18076355333273,59.313833446171934
142131,SICKLAÖN 134:21,K896361/25,2025-11-27,Nacka,0,Bygglov,18.15394866350785,59.31186135301312
142132,SICKLAÖN 40:14,K896361/25,2025-11-27,Nacka,0,Bygglov,18.167221112932477,59.304355076381135
142136,Gammelsmedjan 9,K896422/25,2025-11-27,Stockholm,0,Bygglov,18.09935760498047,59.28268241882324
142146,Kvarnberget 6,K896533/25,2025-11-27,Stockholm,0,Bygglov,17.927048683166504,59.38877868652344
142150,Bordduken 7,K896578/25,2025-11-27,Stockholm,0,Bygglov,17.94001791212294,59.338653564453125
142151,Primus 2,K896596/25,2025-11-27,Stockholm,0,Bygglov,18.00189208984375,59.32584686279297
142166,Tröskeln 6,K896750/25,2025-11-27,Stockholm,0,Bygglov,18.03453826904297,59.284934997558594
142167,Muttern 17,K896767/25,2025-11-27,Stockholm,0,Bygglov,18.036253929138184,59.318403244018555
142169,Karet 1,K896407/25,2025-11-27,Stockholm,0,Bygglov,18.023670196533203,59.310098012288414
142174,VEDDESTA 2:31,K896424/25,2025-11-27,Järfälla,0,Bygglov,17.836682633655826,59.410568144263294
142175,EKEBYHOV 1:519,K896450/25,2025-11-27,Ekerö,3,Förhandsbesked,17.83124542236328,59.284502029418945
142179,Sveaborg 2,K896542/25,2025-11-27,Stockholm,0,Bygglov,17.914713621139526,59.41620635986328
142191,Seglatsen 1,K896665/25,2025-11-27,Stockholm,0,Bygglov,18.08920612335205,59.30469226837158
142204,Skulderbladet 36,K896521/25,2025-11-27,Stockholm,0,Bygglov,17.916842142740887,59.35883013407389
142208,Hinden 23,K896907/25,2025-11-27,Stockholm,0,Bygglov,18.078728357950848,59.3404909769694
142210,Nikolaus 21,K896566/25,2025-11-27,Stockholm,0,Bygglov,17.908541870117187,59.3756591796875
142211,Getholmen 2,K896748/25,2025-11-27,Stockholm,0,Bygglov,17.90665276845296,59.273206075032554
142213,Dragonen 1,K896570/25,2025-11-27,Stockholm,0,Bygglov,18.08934268951416,59.34483337402344
142216,Torshamn 1,K896615/25,2025-11-27,Stockholm,0,Bygglov,17.94831962585449,59.40851364135742
142259,NATIONALARENAN 8,K900355/25,2025-11-28,Solna,0,Bygglov,18.004766913021314,59.36937825820025
142276,MENGLÖD 2,K900828/25,2025-11-28,Danderyd,0,Bygglov,18.064365785513353,59.41110303508702
142280,HERMELINEN 1,K900557/25,2025-11-28,Huddinge,0,Bygglov,18.007858530680338,59.250170135498045
142281,SLÄTTEN 1,K900894/25,2025-11-28,Botkyrka,0,Bygglov,17.90399932861328,59.206459522247314
142292,Räfsan 10,K900757/25,2025-11-28,Stockholm,0,Bygglov,18.08292007446289,59.30959625244141
142321,BYGGMÄSTAREN 4,K900378/25,2025-11-28,Solna,0,Bygglov,17.987030029296875,59.35774192810059
142337,PLANEN 3,K900375/25,2025-11-28,Solna,0,Bygglov,17.997898541964016,59.36388455904447
142340,Rökhuven 2,K901151/25,2025-11-28,Stockholm,0,Bygglov,18.040713787078857,59.264050006866455
142347,Godsfinkan 2,K901175/25,2025-11-28,Stockholm,0,Bygglov,18.094861805438995,59.30366289615631
142364,PLATÅN 23,K900353/25,2025-11-28,Solna,0,Bygglov,18.006122165256077,59.360664791531036
142365,BAGARTORP 19,K900358/25,2025-11-28,Solna,0,Bygglov,17.9972450949929,59.3787841796875
142367,VINNAREN 1,K900369/25,2025-11-28,Solna,0,Bygglov,18.00537109375,59.382627964019775
142370,HAGALUND 3:16,K900357/25,2025-11-28,Solna,0,Bygglov,18.0107808615032,59.36226383008455
142371,GRÖNLINGEN 26,K900362/25,2025-11-28,Solna,0,Bygglov,17.983163418977156,59.38642402317213
142380,Lux 4,K900627/25,2025-11-28,Stockholm,0,Bygglov,18.006154590182835,59.32252841525607
142386,GRÖNFINKEN 1,K900373/25,2025-11-28,Solna,0,Bygglov,17.992542266845703,59.34977416992187
142397,Årsta 1:1,K900758/25,2025-11-28,Stockholm,0,Bygglov,18.027187824249268,59.28763675689697
142403,SALLADEN 1,K900361/25,2025-11-28,Solna,0,Bygglov,17.982414699736097,59.354309990292506
142452,Liljeholmen 1:1,K900674/25,2025-11-28,Stockholm,0,Bygglov,18.020688772201538,59.307982444763184
142455,Enare 1,K900706/25,2025-11-28,Stockholm,0,Bygglov,17.92270501454671,59.421302795410156
142465,Isätra 1,K900811/25,2025-11-28,Stockholm,0,Bygglov,17.920386505126952,59.282485008239746
142470,Mikroskopet 2,K900607/25,2025-11-28,Stockholm,0,Bygglov,17.982844352722168,59.306939442952476
142472,SJÖBRISEN 185,K901034/25,2025-11-28,Sollentuna,0,Bygglov,17.998418426513673,59.43533020019531
142477,VINKELMÄTAREN 67,K901136/25,2025-11-28,Sollentuna,0,Bygglov,17.904889000786675,59.460547553168404
